TransactionAmount,TransactionType,Channel,CustomerAge,CustomerOccupation,TransactionDuration,LoginAttempts,AccountBalance,Cluster
74.42,Debit,Online,49.0,Engineer,68.00000000000001,1.0,6264.21,1
39.66,Debit,Branch,52.0,Engineer,169.0,1.0,8497.34,1
99.36,Debit,ATM,40.0,Doctor,45.99999999999999,1.0,1272.12,0
123.85,Debit,Online,56.0,Engineer,244.0,1.0,3959.62,1
426.93,Debit,ATM,19.0,Student,247.99999999999997,1.0,476.18999999999994,0
133.73,Credit,Online,25.0,Student,123.0,1.0,1872.2200000000003,0
222.39,Debit,Online,49.0,Engineer,73.0,1.0,3117.39,1
215.94,Credit,Online,22.0,Student,140.0,1.0,1841.69,0
6.3,Debit,Branch,80.0,Retired,283.0,5.0,7697.680000000001,1
826.23,Debit,ATM,29.0,Doctor,209.0,1.0,7580.590000000001,0
416.37,Debit,Online,35.0,Engineer,67.0,1.0,7936.91,1
131.46,Debit,Branch,67.0,Retired,258.0,1.0,6642.33,1
202.86,Credit,Branch,61.0,Doctor,149.0,1.0,7642.250000000001,1
268.39,Debit,ATM,26.0,Student,171.0,1.0,136.74,0
194.85,Debit,Online,23.0,Student,130.0,4.0,319.84,0
137.35,Credit,Online,40.0,Doctor,220.0,1.0,12662.66,1
712.75,Debit,Branch,44.0,Doctor,25.000000000000004,1.0,8126.0599999999995,1
353.82,Debit,ATM,42.0,Doctor,143.0,1.0,705.7499999999999,0
507.25000000000006,Debit,Branch,73.0,Retired,143.0,1.0,5331.57,1
212.74,Debit,Branch,27.0,Engineer,128.0,1.0,7645.469999999999,0
364.42,Debit,ATM,51.0,Engineer,146.0,1.0,8119.73,1
195.12,Debit,ATM,46.0,Doctor,144.0,1.0,6101.15,1
230.61,Debit,Branch,80.0,Retired,204.0,1.0,2561.42,1
739.28,Credit,Branch,58.0,Doctor,47.0,1.0,11905.64,1
390.35,Credit,ATM,64.0,Doctor,61.00000000000001,1.0,7095.88,1
242.03000000000003,Debit,Online,58.0,Engineer,123.99999999999999,1.0,4382.73,1
242.39000000000001,Credit,ATM,18.0,Student,271.0,1.0,1328.73,0
135.03,Debit,ATM,23.0,Student,180.0,1.0,1278.0,0
83.5,Debit,Branch,61.0,Retired,91.0,5.0,1749.79,1
193.54,Debit,Branch,80.0,Retired,267.0,1.0,2929.51,1
617.36,Debit,Branch,29.0,Engineer,61.00000000000001,1.0,8926.38,0
775.23,Credit,Online,59.0,Doctor,37.99999999999999,1.0,5977.59,1
266.57,Debit,ATM,72.0,Retired,100.00000000000001,1.0,7676.92,1
153.4,Debit,ATM,45.0,Engineer,144.0,1.0,4657.7,1
946.94,Debit,Branch,53.0,Retired,251.0,1.0,5579.11,1
5.12,Debit,Branch,34.0,Engineer,90.0,1.0,3293.01,0
119.11,Debit,ATM,57.0,Engineer,131.0,1.0,7998.25,1
1096.7,Debit,Online,24.0,Student,147.0,1.0,1093.89,0
119.72,Debit,Branch,30.0,Engineer,123.0,1.0,3435.34,0
107.4,Debit,Online,58.0,Doctor,32.0,1.0,344.07,1
115.92,Debit,ATM,53.0,Retired,57.0,1.0,3897.17,1
438.04,Debit,ATM,67.0,Retired,247.0,1.0,5358.95,1
677.29,Debit,Online,27.0,Engineer,287.0,1.0,627.79,0
296.0,Debit,Branch,35.0,Doctor,247.99999999999997,1.0,7418.82,1
299.09,Credit,Branch,36.0,Engineer,84.00000000000001,1.0,5615.26,0
461.52,Credit,Branch,24.0,Student,44.0,1.0,1995.1799999999998,0
100.52,Debit,ATM,50.0,Engineer,110.0,1.0,453.39,0
85.35,Debit,ATM,66.0,Retired,166.0,1.0,2173.76,1
79.76,Debit,Branch,39.0,Engineer,170.0,1.0,6452.14,1
778.49,Credit,Online,75.0,Retired,107.0,1.0,7713.67,1
386.38,Debit,Online,42.0,Engineer,135.0,1.0,5528.36,1
165.25,Debit,Online,35.0,Doctor,106.0,1.0,9939.94,1
14.29,Debit,ATM,34.0,Engineer,150.0,1.0,7016.99,0
232.79,Credit,Branch,55.0,Retired,145.0,1.0,2661.3,1
1237.56,Credit,Branch,60.0,Engineer,159.0,1.0,9410.17,1
92.29,Debit,Branch,54.0,Engineer,115.0,1.0,2026.3199999999997,1
293.97,Debit,Branch,68.0,Retired,153.0,1.0,7371.85,1
136.32,Debit,Online,19.0,Student,113.0,1.0,264.83,0
251.06,Debit,Online,36.0,Doctor,34.0,1.0,10001.66,1
50.17,Credit,ATM,77.0,Retired,35.0,1.0,7752.140000000001,1
21.4,Debit,Branch,34.0,Engineer,258.0,1.0,9594.11,1
73.28,Debit,Branch,21.0,Student,21.000000000000004,1.0,1329.41,0
70.23,Debit,ATM,38.0,Doctor,260.0,1.0,11624.93,1
689.29,Debit,ATM,22.0,Student,100.00000000000001,1.0,168.84,0
745.03,Debit,Online,28.0,Student,231.0,1.0,160.57,0
54.61,Debit,ATM,58.0,Engineer,160.0,1.0,7135.64,1
54.05,Debit,Branch,27.0,Student,146.0,1.0,469.13999999999993,0
107.47,Debit,Online,67.0,Retired,144.0,1.0,7517.499999999999,1
611.11,Debit,ATM,20.0,Student,282.0,4.0,919.84,0
219.63,Debit,ATM,48.0,Doctor,44.0,1.0,8013.63,1
188.7,Debit,Branch,54.0,Retired,123.0,1.0,5077.06,1
93.52,Debit,Online,51.0,Engineer,97.0,1.0,2791.2,1
275.92,Credit,Branch,62.0,Retired,107.0,1.0,1777.38,1
376.79,Debit,Branch,68.0,Retired,265.0,1.0,7749.14,1
8.98,Debit,Online,66.0,Retired,56.0,1.0,4516.76,1
697.32,Debit,Online,68.0,Retired,91.0,1.0,2016.0200000000002,1
17.45,Debit,ATM,18.0,Student,88.0,1.0,1959.52,0
302.16,Debit,Online,80.0,Retired,138.0,5.0,3876.61,1
442.74,Debit,Branch,23.0,Student,136.0,1.0,1790.27,0
623.9,Debit,ATM,27.0,Student,249.0,1.0,711.4699999999999,0
445.41,Debit,ATM,35.0,Doctor,235.0,3.0,12154.66,1
63.41,Debit,ATM,26.0,Student,36.0,1.0,1546.22,0
346.85,Debit,ATM,44.0,Doctor,88.0,1.0,7208.15,1
71.95,Credit,Online,59.0,Engineer,53.00000000000001,1.0,9267.32,1
7.5,Debit,Online,63.0,Retired,36.0,1.0,6485.78,1
206.46,Debit,ATM,65.0,Retired,279.0,1.0,3984.38,1
423.11,Debit,ATM,60.0,Engineer,47.0,1.0,412.78,1
35.84,Credit,Online,54.0,Retired,172.0,1.0,4795.65,1
88.6,Credit,Branch,28.0,Student,105.0,1.0,246.57,0
1431.3,Debit,ATM,18.0,Student,168.00000000000003,1.0,1058.13,0
53.81,Credit,ATM,55.0,Engineer,37.0,2.0,2564.62,1
22.46,Debit,Online,54.0,Retired,78.0,1.0,6631.5,1
334.89,Debit,Online,21.0,Student,260.0,1.0,1661.68,0
319.27,Credit,Online,54.0,Retired,59.00000000000001,1.0,5504.01,1
144.3,Debit,ATM,18.0,Student,88.0,1.0,312.19,0
348.7,Credit,Branch,69.0,Retired,149.0,1.0,2445.58,1
366.21,Debit,ATM,62.0,Doctor,181.0,1.0,10862.99,1
99.11,Debit,Online,55.0,Retired,12.0,1.0,5414.87,1
539.35,Debit,ATM,55.0,Retired,127.0,1.0,3919.4399999999996,1
188.99,Debit,Branch,58.0,Engineer,91.99999999999999,1.0,7315.34,1
1416.69,Debit,ATM,46.0,Engineer,58.00000000000001,1.0,3740.7300000000005,1
710.14,Debit,ATM,26.0,Student,227.0,1.0,465.62999999999994,0
308.68,Debit,Online,53.0,Doctor,170.0,1.0,9992.36,1
166.68,Debit,ATM,57.0,Retired,139.0,1.0,5141.19,1
0.99,Debit,ATM,45.0,Engineer,133.0,1.0,4317.85,1
505.18999999999994,Debit,ATM,30.0,Doctor,128.0,5.0,5326.68,0
66.58,Debit,Branch,23.0,Student,79.0,1.0,1636.32,0
223.43,Debit,Branch,77.0,Retired,178.0,1.0,7932.410000000001,1
659.95,Debit,Online,60.0,Engineer,114.0,1.0,3927.6900000000005,1
634.86,Debit,ATM,27.0,Student,45.0,1.0,588.4999999999999,0
286.5,Credit,Branch,30.0,Engineer,60.00000000000001,1.0,8517.95,0
322.96,Credit,Branch,76.0,Retired,168.00000000000003,1.0,2401.59,1
654.48,Debit,Branch,19.0,Student,114.0,1.0,6776.41,0
157.97,Debit,Branch,48.0,Doctor,140.0,1.0,5529.92,1
120.90000000000002,Debit,Branch,40.0,Doctor,52.00000000000001,1.0,9009.42,1
254.77,Debit,Branch,57.0,Engineer,57.0,1.0,5994.87,1
795.96,Debit,Online,65.0,Retired,119.0,1.0,5468.58,1
149.25,Debit,ATM,39.0,Engineer,142.0,1.0,5677.52,1
3.42,Credit,Online,43.0,Doctor,158.0,1.0,14180.21,1
68.19,Credit,Online,40.0,Doctor,189.0,1.0,9895.1,1
493.4200000000001,Debit,Branch,39.0,Engineer,111.0,1.0,2232.84,0
37.57,Debit,ATM,57.0,Retired,42.00000000000001,1.0,7739.54,1
127.00000000000001,Credit,Branch,19.0,Student,68.00000000000001,5.0,431.16,0
96.89,Debit,ATM,59.0,Retired,53.00000000000001,1.0,6044.93,1
448.33,Debit,ATM,25.0,Student,161.0,1.0,922.19,0
1116.48,Debit,ATM,51.0,Engineer,55.0,1.0,447.53,0
8.65,Debit,Online,48.0,Doctor,273.0,1.0,10778.35,1
65.57,Debit,Online,41.0,Engineer,82.0,1.0,7513.79,1
539.81,Debit,Online,46.0,Engineer,177.0,1.0,2051.25,0
363.53,Debit,ATM,63.0,Retired,142.0,1.0,1038.91,1
64.9,Credit,Branch,51.0,Retired,72.0,1.0,6854.61,1
358.18,Debit,ATM,18.0,Student,157.0,1.0,619.86,0
167.2,Debit,Branch,30.0,Doctor,84.00000000000001,1.0,11320.83,1
121.90999999999998,Debit,Branch,60.0,Doctor,133.0,1.0,14510.8,1
137.57,Debit,Online,54.0,Engineer,70.0,1.0,5103.67,1
534.62,Debit,Online,55.0,Doctor,45.0,1.0,13793.53,1
463.92,Debit,Online,50.0,Engineer,199.0,1.0,2403.39,1
320.14,Debit,Online,60.0,Retired,96.0,1.0,3075.97,1
214.93,Debit,Online,28.0,Student,52.00000000000001,1.0,7835.4,0
660.02,Debit,Branch,20.0,Student,84.00000000000001,1.0,414.43,0
345.81,Debit,Branch,40.0,Engineer,135.0,1.0,6116.8,1
143.54,Debit,ATM,71.0,Retired,80.0,1.0,6067.62,1
42.55,Debit,Branch,53.0,Engineer,29.000000000000004,1.0,7341.43,1
1063.25,Credit,Online,21.0,Student,128.0,1.0,1240.71,0
541.79,Debit,ATM,22.0,Student,125.0,1.0,1454.08,0
40.57,Debit,Branch,26.0,Student,63.0,1.0,1476.91,0
120.24000000000001,Debit,Branch,18.0,Student,131.0,2.0,1943.1300000000003,0
498.66999999999996,Debit,Online,28.0,Student,244.0,1.0,1719.97,0
227.22,Debit,ATM,53.0,Doctor,220.0,1.0,832.82,1
1182.86,Debit,Online,30.0,Engineer,34.0,1.0,7696.16,0
56.94,Credit,Online,76.0,Retired,74.0,1.0,7004.63,1
629.82,Debit,ATM,68.0,Retired,159.0,1.0,6385.69,1
59.44,Debit,Online,35.0,Engineer,176.0,1.0,5472.03,0
186.69,Debit,Branch,30.0,Engineer,53.99999999999999,1.0,8602.22,0
230.46,Debit,Online,19.0,Student,179.0,1.0,162.53,0
65.09,Credit,Online,44.0,Engineer,159.0,1.0,9370.9,1
457.09,Credit,Online,55.0,Engineer,63.0,1.0,8570.82,1
552.02,Credit,ATM,44.0,Engineer,100.00000000000001,1.0,522.08,0
377.12,Debit,ATM,34.0,Engineer,61.00000000000001,1.0,836.6699999999998,0
204.56,Credit,Branch,18.0,Student,179.0,1.0,364.72,0
420.28,Debit,Branch,35.0,Doctor,144.0,1.0,8557.32,1
97.09,Debit,ATM,24.0,Student,202.0,4.0,1579.57,0
124.59,Debit,Branch,27.0,Student,171.0,1.0,129.29,0
73.88,Debit,Online,39.0,Doctor,34.0,1.0,6474.41,1
77.43,Debit,Online,21.0,Student,169.0,1.0,1380.21,0
106.16,Debit,ATM,56.0,Doctor,277.0,4.0,7487.790000000001,1
245.93,Debit,Branch,54.0,Engineer,172.0,1.0,7986.629999999999,1
622.41,Debit,ATM,64.0,Doctor,125.0,1.0,7322.01,1
43.73,Debit,ATM,34.0,Doctor,145.0,1.0,9929.43,1
1282.86,Debit,Branch,19.0,Student,68.00000000000001,1.0,1830.98,0
2.03,Credit,ATM,33.0,Engineer,28.0,1.0,3012.31,0
770.65,Debit,Online,31.0,Doctor,137.0,1.0,7198.8,0
260.31,Debit,Branch,63.0,Doctor,113.0,1.0,10980.38,1
356.1,Credit,Branch,26.0,Student,187.0,1.0,868.35,0
27.07,Credit,Branch,80.0,Retired,39.0,1.0,3773.2899999999995,1
119.89,Debit,ATM,67.0,Doctor,60.00000000000001,1.0,6697.77,1
106.39,Debit,Online,37.0,Doctor,281.0,1.0,9410.99,1
12.04,Debit,Online,37.0,Engineer,58.00000000000001,1.0,6213.32,0
365.7,Debit,Branch,21.0,Student,115.0,2.0,368.78,0
29.38,Credit,Branch,28.0,Student,63.0,1.0,1663.31,0
319.85,Debit,ATM,60.0,Doctor,148.0,1.0,711.6599999999999,1
350.14,Credit,Online,75.0,Retired,37.99999999999999,1.0,2403.25,1
163.94,Credit,Branch,52.0,Retired,73.0,1.0,5957.37,1
170.53,Debit,Branch,24.0,Student,58.00000000000001,1.0,801.01,0
262.22,Credit,ATM,40.0,Engineer,136.0,1.0,5711.71,1
41.49,Debit,Online,24.0,Student,13.0,1.0,928.33,0
121.43,Credit,Branch,52.0,Engineer,243.0,1.0,7365.28,1
350.46,Debit,Branch,51.0,Retired,165.0,1.0,5839.38,1
220.41,Credit,Online,26.0,Engineer,155.0,1.0,5116.98,0
33.46,Debit,ATM,72.0,Retired,111.0,1.0,3641.07,1
104.79,Debit,ATM,70.0,Doctor,223.0,1.0,1352.19,1
246.27000000000004,Debit,Online,29.0,Doctor,141.0,1.0,7299.86,0
48.85,Debit,ATM,19.0,Student,176.0,1.0,1503.56,0
332.0,Debit,ATM,69.0,Retired,17.0,1.0,5943.13,1
118.1,Debit,Online,54.0,Engineer,167.0,1.0,895.6599999999999,1
84.59,Credit,Branch,67.0,Doctor,10.0,1.0,5669.1,1
295.64,Debit,Online,21.0,Student,82.0,1.0,1061.96,0
514.33,Debit,Branch,25.0,Student,160.0,1.0,1592.94,0
992.1700000000001,Debit,ATM,43.0,Doctor,169.0,1.0,6215.96,1
94.59,Debit,Online,39.0,Doctor,34.0,1.0,6171.89,1
80.43,Debit,Branch,59.0,Retired,157.0,1.0,5987.67,1
54.25,Debit,Online,68.0,Doctor,37.0,1.0,14783.33,1
178.88,Credit,Branch,76.0,Retired,93.0,4.0,4708.29,1
518.85,Debit,Online,22.0,Student,82.0,1.0,1806.0,0
10.65,Debit,Online,54.0,Doctor,161.0,1.0,13240.72,1
198.62,Credit,Branch,27.0,Student,84.00000000000001,1.0,1196.07,0
107.03,Debit,Branch,27.0,Student,73.0,1.0,1408.07,0
139.57,Debit,ATM,19.0,Student,263.0,3.0,271.78,0
312.47,Debit,ATM,49.0,Engineer,148.0,4.0,9419.27,1
346.11,Debit,Branch,41.0,Engineer,213.0,1.0,9551.64,1
138.06,Debit,Branch,44.0,Engineer,159.0,1.0,1070.47,0
158.02,Debit,ATM,49.0,Engineer,120.0,1.0,9374.24,1
830.01,Credit,Online,66.0,Retired,96.0,1.0,4253.18,1
435.5,Debit,ATM,55.0,Retired,112.0,1.0,6981.03,1
110.49,Debit,Online,57.0,Doctor,48.0,1.0,10483.93,1
329.4,Debit,Online,34.0,Doctor,68.00000000000001,1.0,9588.07,1
635.4,Debit,ATM,47.0,Doctor,106.0,1.0,1238.11,0
769.97,Debit,Branch,22.0,Student,22.999999999999996,1.0,1244.93,0
175.07,Debit,Branch,26.0,Student,169.0,1.0,1040.25,0
7.31,Debit,Branch,78.0,Retired,282.0,1.0,5757.67,1
175.15,Debit,ATM,27.0,Student,32.0,1.0,1712.65,0
32.54,Debit,Online,25.0,Student,183.0,4.0,1544.88,0
121.82000000000001,Debit,Online,60.0,Doctor,119.0,1.0,13293.83,1
56.12,Debit,ATM,30.0,Doctor,102.0,1.0,8839.67,0
424.7,Credit,Online,56.0,Retired,178.0,1.0,6239.89,1
35.16,Debit,Branch,32.0,Engineer,130.0,1.0,8459.18,1
35.73,Debit,Branch,65.0,Doctor,87.0,1.0,9073.17,1
3.44,Debit,ATM,78.0,Retired,107.99999999999999,1.0,7561.33,1
1342.25,Credit,Branch,21.0,Student,235.0,1.0,694.03,0
139.03,Credit,Online,50.0,Engineer,81.0,1.0,2276.57,1
254.92,Credit,ATM,28.0,Engineer,169.0,1.0,2791.12,0
115.11,Debit,Online,28.0,Engineer,139.0,1.0,9808.97,1
171.11,Debit,ATM,57.0,Retired,171.0,1.0,6324.09,1
168.54,Debit,ATM,70.0,Doctor,142.0,2.0,13406.0,1
420.76,Debit,Branch,51.0,Retired,75.99999999999999,1.0,6581.55,1
408.46,Debit,Branch,64.0,Retired,28.0,1.0,3140.79,1
1162.42,Credit,Online,30.0,Doctor,45.0,1.0,10357.26,1
342.17,Credit,Branch,21.0,Student,247.0,1.0,461.83,0
580.71,Debit,ATM,53.0,Engineer,95.0,1.0,5670.0,1
821.54,Credit,Branch,79.0,Retired,36.0,1.0,4040.3199999999997,1
253.47,Debit,Branch,20.0,Student,238.0,1.0,220.51,0
22.81,Debit,Online,62.0,Retired,75.0,1.0,3634.76,1
266.57,Credit,Online,39.0,Engineer,96.0,1.0,7180.48,1
374.61,Credit,Online,75.0,Retired,37.0,1.0,1389.71,1
339.35,Credit,ATM,78.0,Retired,70.0,1.0,5002.7,1
810.36,Debit,ATM,20.0,Student,67.0,1.0,9239.12,0
9.83,Debit,ATM,24.0,Student,86.0,1.0,666.42,0
135.57,Credit,Branch,51.0,Doctor,116.00000000000001,1.0,11351.64,1
340.05,Debit,ATM,43.0,Engineer,37.0,1.0,7234.15,1
283.45,Debit,Branch,27.0,Engineer,127.0,1.0,2049.51,0
100.99,Debit,ATM,68.0,Doctor,114.0,1.0,8865.27,1
90.88,Debit,Branch,18.0,Student,176.0,1.0,3908.4700000000003,0
655.15,Debit,ATM,26.0,Engineer,264.0,1.0,5587.44,0
320.55,Debit,Online,50.0,Engineer,118.0,1.0,438.75,0
41.51,Debit,Online,28.0,Student,48.0,1.0,609.5999999999999,0
71.53,Credit,Branch,68.0,Retired,39.0,1.0,2393.73,1
467.13,Credit,Branch,54.0,Retired,45.0,1.0,3914.84,1
235.4,Debit,Branch,28.0,Student,70.0,1.0,818.3599999999999,0
159.32,Debit,Branch,18.0,Student,100.00000000000001,1.0,304.44,0
50.83,Credit,Online,30.0,Doctor,48.0,1.0,9553.42,1
56.89,Credit,Branch,59.0,Engineer,56.0,1.0,3034.67,1
20.22,Debit,ATM,43.0,Engineer,138.0,1.0,5515.32,1
50.4,Debit,Branch,36.0,Doctor,84.00000000000001,1.0,1677.01,0
73.88,Debit,Branch,53.0,Retired,131.0,1.0,4055.55,1
119.61,Debit,ATM,33.0,Doctor,53.00000000000001,1.0,9899.94,1
1241.05,Debit,Branch,18.0,Student,129.0,1.0,756.74,0
116.58,Debit,Branch,43.0,Engineer,247.0,1.0,2620.74,0
1919.1100000000001,Debit,ATM,30.0,Doctor,161.0,1.0,11090.24,1
391.96,Debit,ATM,64.0,Retired,79.0,1.0,2174.16,1
156.26,Credit,Branch,46.0,Engineer,160.0,1.0,7854.100000000001,1
427.0,Credit,Branch,49.0,Engineer,163.0,1.0,8253.65,1
443.68,Debit,ATM,18.0,Student,137.0,1.0,874.1499999999999,0
101.76,Debit,Branch,31.0,Doctor,26.0,1.0,6043.25,0
67.57,Debit,Branch,37.0,Engineer,107.0,1.0,2766.12,0
326.29,Debit,Online,56.0,Engineer,179.0,1.0,8171.259999999999,1
158.56,Debit,ATM,33.0,Doctor,100.00000000000001,1.0,5401.21,0
56.02,Debit,Online,27.0,Student,142.0,1.0,3548.02,0
288.28,Debit,Online,27.0,Student,36.0,1.0,160.83,0
245.67,Credit,Branch,24.0,Student,107.0,1.0,752.2499999999999,0
152.18,Credit,Online,39.0,Engineer,176.0,4.0,2459.84,0
114.35,Credit,Branch,41.0,Engineer,21.000000000000004,1.0,469.12,0
373.27,Credit,Online,61.0,Doctor,79.0,1.0,8441.61,1
504.63000000000005,Debit,Online,60.0,Engineer,168.00000000000003,1.0,3806.16,1
126.22,Debit,ATM,46.0,Engineer,77.0,4.0,6133.41,1
820.15,Debit,Branch,47.0,Doctor,181.0,1.0,8802.97,1
986.8099999999998,Credit,Online,68.0,Doctor,127.0,1.0,14881.77,1
8.37,Debit,ATM,63.0,Retired,135.0,1.0,1106.34,1
197.49,Credit,Online,53.0,Retired,30.0,1.0,5005.33,1
637.97,Debit,Branch,58.0,Retired,90.0,1.0,7949.03,1
13.52,Debit,ATM,26.0,Student,65.0,1.0,259.77,0
432.1,Debit,ATM,49.0,Engineer,240.0,1.0,2114.3,1
375.17,Debit,ATM,51.0,Engineer,66.0,2.0,5495.3,1
642.68,Debit,Branch,50.0,Doctor,94.0,1.0,8461.46,1
78.44,Credit,Online,52.0,Retired,292.0,1.0,6870.84,1
139.72,Debit,Branch,49.0,Engineer,201.0,1.0,5058.83,1
499.99,Debit,Branch,31.0,Engineer,296.0,1.0,8885.0,1
10.07,Debit,Online,24.0,Student,49.0,1.0,530.81,0
120.61999999999999,Debit,ATM,23.0,Student,85.0,1.0,9379.53,0
578.49,Debit,Branch,59.0,Retired,180.0,1.0,6475.13,1
119.3,Debit,Branch,34.0,Engineer,22.0,5.0,319.04,0
280.92,Debit,Online,41.0,Doctor,168.00000000000003,1.0,5298.85,1
42.42,Debit,Online,21.0,Student,102.0,1.0,490.57,0
77.03,Debit,ATM,67.0,Doctor,259.0,1.0,11310.27,1
22.59,Debit,ATM,62.0,Retired,45.0,1.0,3988.75,1
568.76,Debit,ATM,51.0,Retired,155.0,1.0,7484.319999999999,1
25.94,Credit,Online,58.0,Retired,211.0,5.0,4815.11,1
105.94,Debit,Branch,51.0,Engineer,207.0,1.0,5963.1,1
733.29,Debit,ATM,52.0,Doctor,94.0,5.0,10427.0,1
350.15,Credit,ATM,21.0,Student,195.0,1.0,296.47,0
1151.18,Debit,ATM,65.0,Doctor,105.0,1.0,1100.06,1
183.67,Debit,Online,19.0,Student,238.0,1.0,910.26,0
278.27,Debit,Branch,29.0,Doctor,123.0,1.0,6684.34,0
470.3,Debit,ATM,40.0,Doctor,88.0,1.0,8524.09,1
261.69,Debit,ATM,53.0,Retired,84.00000000000001,1.0,5126.65,1
365.04,Debit,Branch,22.0,Student,94.0,1.0,873.8899999999999,0
211.1,Debit,Branch,57.0,Retired,136.0,1.0,7059.77,1
21.49,Debit,ATM,58.0,Doctor,240.0,1.0,11991.24,1
63.58,Debit,ATM,18.0,Student,199.0,1.0,8086.040000000001,0
321.86,Debit,ATM,63.0,Doctor,167.0,1.0,12626.49,1
12.11,Debit,Branch,75.0,Retired,127.0,1.0,1730.28,1
642.54,Debit,Branch,44.0,Engineer,28.0,1.0,3143.17,0
210.45,Debit,ATM,27.0,Student,146.0,1.0,1242.49,0
313.65,Credit,Branch,55.0,Retired,173.0,1.0,1886.36,1
99.76,Debit,Branch,26.0,Student,131.0,1.0,416.89,0
115.32,Debit,Branch,53.0,Retired,113.0,1.0,5929.08,1
33.61,Debit,Online,23.0,Student,72.0,1.0,479.08,0
498.59,Credit,Online,33.0,Doctor,32.0,1.0,5862.99,0
98.81,Debit,Branch,27.0,Student,91.0,1.0,797.1,0
1.8700000000000003,Debit,ATM,65.0,Retired,147.0,1.0,7287.94,1
78.92,Credit,Online,59.0,Engineer,95.0,1.0,5624.86,1
194.29,Credit,Branch,39.0,Engineer,10.0,1.0,2988.41,0
28.73,Debit,ATM,53.0,Engineer,185.0,1.0,2712.96,1
105.53,Debit,Online,24.0,Student,88.0,1.0,1433.66,0
737.34,Debit,Online,30.0,Doctor,34.0,1.0,7336.56,0
237.86,Debit,ATM,18.0,Student,210.0,1.0,475.62999999999994,0
409.61,Debit,Branch,65.0,Doctor,89.0,1.0,11698.15,1
75.53,Credit,Online,21.0,Student,157.0,1.0,1034.35,0
72.75,Debit,ATM,64.0,Doctor,15.0,1.0,12042.79,1
39.11,Debit,Online,26.0,Student,143.0,1.0,518.54,0
1309.79,Debit,ATM,23.0,Student,139.0,1.0,1258.93,0
729.38,Debit,ATM,68.0,Doctor,90.0,1.0,9127.65,1
137.49,Debit,ATM,34.0,Engineer,50.00000000000001,1.0,4471.05,0
504.71,Debit,Online,29.0,Engineer,61.00000000000001,1.0,6214.54,0
371.47,Credit,Branch,24.0,Student,58.00000000000001,1.0,1187.04,0
430.35,Debit,Online,36.0,Doctor,205.0,1.0,354.9,0
230.32,Debit,Branch,35.0,Engineer,56.0,1.0,791.46,0
121.71,Debit,ATM,52.0,Retired,140.0,1.0,5878.89,1
98.87,Debit,Online,20.0,Student,179.0,1.0,533.2,0
117.55,Debit,ATM,24.0,Student,35.0,1.0,897.94,0
244.64,Debit,Branch,30.0,Doctor,103.0,1.0,9159.56,1
321.93,Debit,ATM,45.0,Engineer,12.0,1.0,4392.73,1
1092.73,Debit,Branch,58.0,Retired,11.0,1.0,1390.98,1
283.23,Debit,Online,40.0,Engineer,98.0,1.0,2008.7700000000002,0
346.65,Debit,Online,30.0,Engineer,60.00000000000001,1.0,6356.96,0
381.62,Debit,Online,64.0,Retired,164.0,1.0,6009.12,1
388.65,Debit,ATM,76.0,Retired,43.0,1.0,7896.850000000001,1
29.22,Debit,ATM,24.0,Student,151.0,1.0,1649.43,0
46.75,Debit,Branch,67.0,Retired,150.0,1.0,2840.43,1
348.64,Debit,Online,57.0,Retired,128.0,1.0,3274.96,1
319.17,Debit,Online,73.0,Retired,81.0,1.0,6501.56,1
73.95,Debit,ATM,26.0,Student,75.99999999999999,1.0,363.92,0
389.63,Debit,Online,27.0,Engineer,99.0,1.0,9748.48,0
217.61,Debit,ATM,19.0,Student,45.0,1.0,1404.53,0
199.84,Debit,ATM,21.0,Student,150.0,1.0,706.44,0
56.35,Debit,ATM,44.0,Doctor,75.0,1.0,5095.73,1
248.95000000000002,Credit,Branch,65.0,Retired,29.000000000000004,1.0,3059.79,1
142.58,Debit,ATM,33.0,Engineer,145.0,1.0,7844.23,1
1020.7299999999999,Debit,ATM,28.0,Student,87.0,1.0,1119.61,0
84.34,Debit,Online,58.0,Retired,247.99999999999997,3.0,5313.97,1
1607.55,Debit,ATM,31.0,Engineer,156.0,1.0,6227.99,0
333.78,Debit,ATM,60.0,Retired,98.0,1.0,6810.94,1
332.59,Debit,Online,55.0,Retired,143.0,1.0,1457.07,1
236.81,Debit,Branch,22.0,Student,15.0,1.0,813.68,0
417.8,Credit,Branch,27.0,Student,130.0,1.0,1518.82,0
319.27,Debit,ATM,50.0,Doctor,150.0,1.0,10269.78,1
384.1,Debit,Branch,42.0,Engineer,172.0,1.0,672.7899999999998,0
820.62,Credit,Branch,61.0,Doctor,158.0,1.0,6024.8,1
474.77,Credit,Online,56.0,Engineer,50.00000000000001,1.0,2158.59,1
542.72,Credit,Branch,43.0,Doctor,91.99999999999999,1.0,6011.8,1
79.8,Debit,ATM,73.0,Retired,75.99999999999999,1.0,6372.58,1
46.24,Debit,Branch,57.0,Engineer,52.00000000000001,1.0,2569.56,1
327.8,Debit,ATM,61.0,Doctor,53.99999999999999,1.0,10585.48,1
445.79,Debit,ATM,52.0,Doctor,161.0,1.0,717.9899999999999,1
55.89,Debit,Online,72.0,Retired,150.0,1.0,3689.65,1
158.41,Debit,Branch,28.0,Student,16.0,1.0,1512.16,0
101.19,Credit,Online,64.0,Doctor,75.0,1.0,14389.45,1
